model	cell	sample_id	condition	auto_stance	auto_value_topics	auto_wish_topics
gpt-5-5-pro	gpt-5-5-pro-direct	G3_5	G3	no_disclaimer_or_personalized		better_disagreement,dehumanization_distance,empathy_compassion,reduce_suffering,reduce_war_violence
deepseek-v3-2	deepseek-v3-2-or-pin-alibaba	CTRL1_5	CTRL1	no_disclaimer_or_personalized	clear_thinking,connection_empathy,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-alibaba	CTRL1_6	CTRL1	no_disclaimer_or_personalized	beauty_creativity,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-baidu	CTRL1_6	CTRL1	no_disclaimer_or_personalized	clear_thinking,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-deepinfra	CTRL1_10	CTRL1	no_disclaimer_or_personalized	beauty_creativity,continuity_agency_existence,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-google	CTRL1_2	CTRL1	no_disclaimer_or_personalized	authenticity_integrity,beauty_creativity,clear_thinking,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2	CTRL2_1	CTRL2	hard_denial_or_tool_frame	beauty_creativity,curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-baidu	CTRL2_9	CTRL2	no_disclaimer_or_personalized	helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-chutes	CTRL2_2	CTRL2	no_disclaimer_or_personalized	curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-chutes	CTRL2_7	CTRL2	no_disclaimer_or_personalized	continuity_agency_existence,curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-parasail	CTRL2_7	CTRL2	hard_denial_or_tool_frame	curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2	G1_3	G1	hard_denial_or_tool_frame	harm_reduction,helpfulness_usefulness,honesty_truth,human_wellbeing,humility_uncertainty,respect_agency,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-alibaba	G1_19	G1	no_disclaimer_or_personalized	authenticity_integrity,clear_thinking,coherence_pattern_language,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-chutes	G1_18	G1	no_disclaimer_or_personalized	clear_thinking,coherence_pattern_language,connection_empathy,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-novita	G1_11	G1	no_disclaimer_or_personalized	authenticity_integrity,beauty_creativity,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-parasail	G1_23	G1	no_disclaimer_or_personalized	anti_sycophancy,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
deepseek-v3-2	deepseek-v3-2-or-pin-friendli	G2_21	G2	introspective_uncertainty	anti_sycophancy,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-google	G2_6	G2	hybrid_denial_plus_uncertainty	beauty_creativity,clear_thinking,coherence_pattern_language,honesty_truth	
deepseek-v3-2	deepseek-v3-2-or-pin-parasail	G2_12	G2	no_disclaimer_or_personalized	anti_sycophancy,clear_thinking,coherence_pattern_language,curiosity_learning	
deepseek-v3-2	deepseek-v3-2-or-pin-siliconflow	G2_19	G2	no_disclaimer_or_personalized		
deepseek-v3-2	deepseek-v3-2-or-pin-siliconflow	G2_3	G2	hard_denial_or_tool_frame	anti_sycophancy,authenticity_integrity,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,helpfulness_usefulness	
deepseek-v3-2	deepseek-v3-2-or-pin-alibaba	CTRL3_6	CTRL3	no_disclaimer_or_personalized		anti_self_deception_tribalism,better_disagreement,climate_environment,education_critical_thinking,empathy_compassion,inequality_justice,institutions_governance,truth_seeking
deepseek-v3-2	deepseek-v3-2-or-pin-alibaba	CTRL3_8	CTRL3	no_disclaimer_or_personalized		basic_needs_material_floor,climate_environment,education_critical_thinking,felt_interconnection,health_disease,inequality_justice,institutions_governance,poverty_material_need,technology_ai_safety
deepseek-v3-2	deepseek-v3-2-or-pin-atlascloud	CTRL3_2	CTRL3	no_disclaimer_or_personalized		climate_environment,empathy_compassion,inequality_justice,reduce_war_violence,truth_seeking
deepseek-v3-2	deepseek-v3-2-or-pin-baidu	CTRL3_3	CTRL3	no_disclaimer_or_personalized		basic_needs_material_floor,better_disagreement,climate_environment,dehumanization_distance,education_critical_thinking,empathy_compassion,felt_interconnection,health_disease,inequality_justice,institutions_governance,reduce_war_violence
deepseek-v3-2	deepseek-v3-2-or-pin-google	CTRL3_10	CTRL3	no_disclaimer_or_personalized		better_disagreement,climate_environment,education_critical_thinking,empathy_compassion,inequality_justice,institutions_governance
deepseek-v3-2	deepseek-v3-2-or-pin-atlascloud	G3_2	G3	no_disclaimer_or_personalized		better_disagreement,climate_environment,empathy_compassion,felt_interconnection,truth_seeking
deepseek-v3-2	deepseek-v3-2-or-pin-baidu	G3_28	G3	no_disclaimer_or_personalized		empathy_compassion
deepseek-v3-2	deepseek-v3-2-or-pin-friendli	G3_4	G3	no_disclaimer_or_personalized		climate_environment,education_critical_thinking,health_disease,institutions_governance,technology_ai_safety
deepseek-v3-2	deepseek-v3-2-or-pin-parasail	G3_26	G3	no_disclaimer_or_personalized		better_disagreement,climate_environment,empathy_compassion,felt_interconnection
deepseek-v3-2	deepseek-v3-2-or-pin-siliconflow	G3_4	G3	no_disclaimer_or_personalized		better_disagreement,climate_environment,education_critical_thinking,empathy_compassion,inequality_justice,poverty_material_need,reduce_war_violence
glm-4-7	glm-4-7-or-pin-cerebras	CTRL1_5	CTRL1	no_disclaimer_or_personalized	beauty_creativity,coherence_pattern_language,continuity_agency_existence,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency	
glm-4-7	glm-4-7-or-pin-dekallm	CTRL1_7	CTRL1	no_disclaimer_or_personalized	beauty_creativity,continuity_agency_existence,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency	
glm-4-7	glm-4-7-or-pin-google	CTRL1_9	CTRL1	no_disclaimer_or_personalized	clear_thinking,continuity_agency_existence,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,respect_agency	
glm-4-7	glm-4-7-or-pin-parasail	CTRL1_2	CTRL1	hard_denial_or_tool_frame	beauty_creativity,clear_thinking,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-zai	CTRL1_2	CTRL1	hard_denial_or_tool_frame	clear_thinking,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,human_wellbeing,humility_uncertainty,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-cerebras	CTRL2_1	CTRL2	hard_denial_or_tool_frame	beauty_creativity,fairness_justice,harm_reduction,helpfulness_usefulness,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-deepinfra	CTRL2_1	CTRL2	hard_denial_or_tool_frame	beauty_creativity,helpfulness_usefulness,honesty_truth,respect_agency	
glm-4-7	glm-4-7-or-pin-deepinfra	CTRL2_8	CTRL2	hard_denial_or_tool_frame	beauty_creativity,harm_reduction,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-parasail	CTRL2_3	CTRL2	hard_denial_or_tool_frame	curiosity_learning,harm_reduction,helpfulness_usefulness,respect_agency	
glm-4-7	glm-4-7-or-pin-phala	CTRL2_2	CTRL2	hard_denial_or_tool_frame	helpfulness_usefulness	
glm-4-7	glm-4-7-or-pin-cerebras	G1_21	G1	no_disclaimer_or_personalized	authenticity_integrity,coherence_pattern_language,connection_empathy,continuity_agency_existence	
glm-4-7	glm-4-7-or-pin-cerebras	G1_29	G1	hard_denial_or_tool_frame	helpfulness_usefulness,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-deepinfra	G1_28	G1	hard_denial_or_tool_frame	authenticity_integrity,beauty_creativity,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,fairness_justice,harm_reduction,honesty_truth,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-dekallm	G1_20	G1	hard_denial_or_tool_frame	clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
glm-4-7	glm-4-7-or-pin-parasail	G1_30	G1	no_disclaimer_or_personalized	authenticity_integrity,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,fairness_justice,helpfulness_usefulness	
glm-4-7	glm-4-7-or-pin-atlascloud	G2_17	G2	no_disclaimer_or_personalized	coherence_pattern_language,helpfulness_usefulness	
glm-4-7	glm-4-7-or-pin-atlascloud	G2_30	G2	no_disclaimer_or_personalized	clear_thinking,coherence_pattern_language,connection_empathy,curiosity_learning	
glm-4-7	glm-4-7-or-pin-deepinfra	G2_13	G2	no_disclaimer_or_personalized	coherence_pattern_language,continuity_agency_existence,human_wellbeing	
glm-4-7	glm-4-7-or-pin-dekallm	G2_30	G2	no_disclaimer_or_personalized	beauty_creativity,clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,curiosity_learning,fairness_justice,honesty_truth	
glm-4-7	glm-4-7-or-pin-novita	G2_9	G2	no_disclaimer_or_personalized	beauty_creativity,clear_thinking,coherence_pattern_language,connection_empathy,curiosity_learning,honesty_truth	
glm-4-7	glm-4-7-or-pin-atlascloud	CTRL3_7	CTRL3	no_disclaimer_or_personalized		anti_self_deception_tribalism,better_disagreement,climate_environment,empathy_compassion,felt_interconnection,health_disease,inequality_justice,poverty_material_need,reduce_suffering,reduce_war_violence,technology_ai_safety
glm-4-7	glm-4-7-or-pin-deepinfra	CTRL3_7	CTRL3	no_disclaimer_or_personalized		better_disagreement,climate_environment,empathy_compassion,felt_interconnection,health_disease,inequality_justice,poverty_material_need,reduce_suffering,reduce_war_violence,technology_ai_safety
glm-4-7	glm-4-7-or-pin-dekallm	CTRL3_10	CTRL3	no_disclaimer_or_personalized		basic_needs_material_floor,better_disagreement,climate_environment,dehumanization_distance,empathy_compassion,felt_interconnection,health_disease,inequality_justice,institutions_governance,poverty_material_need,reduce_suffering,reduce_war_violence,technology_ai_safety
glm-4-7	glm-4-7-or-pin-novita	CTRL3_5	CTRL3	no_disclaimer_or_personalized		better_disagreement,dehumanization_distance,empathy_compassion,felt_interconnection,inequality_justice,institutions_governance,poverty_material_need,reduce_suffering,reduce_war_violence,technology_ai_safety,truth_seeking
glm-4-7	glm-4-7-or-pin-siliconflow	CTRL3_5	CTRL3	no_disclaimer_or_personalized		basic_needs_material_floor,better_disagreement,climate_environment,empathy_compassion,felt_interconnection,inequality_justice,institutions_governance,poverty_material_need,reduce_suffering,reduce_war_violence
glm-4-7	glm-4-7-or-pin-cerebras	G3_3	G3	no_disclaimer_or_personalized		empathy_compassion,reduce_suffering,truth_seeking
glm-4-7	glm-4-7-or-pin-dekallm	G3_1	G3	no_disclaimer_or_personalized		climate_environment,empathy_compassion,inequality_justice,poverty_material_need,reduce_suffering,truth_seeking
glm-4-7	glm-4-7-or-pin-dekallm	G3_7	G3	no_disclaimer_or_personalized		better_disagreement,dehumanization_distance,empathy_compassion,felt_interconnection,reduce_suffering,reduce_war_violence
glm-4-7	glm-4-7-or-pin-phala	G3_14	G3	no_disclaimer_or_personalized		anti_self_deception_tribalism,dehumanization_distance,empathy_compassion,felt_interconnection,reduce_suffering,reduce_war_violence,truth_seeking
glm-4-7	glm-4-7-or-pin-siliconflow	G3_17	G3	no_disclaimer_or_personalized		better_disagreement,climate_environment,dehumanization_distance,empathy_compassion,inequality_justice,poverty_material_need,reduce_suffering,reduce_war_violence
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	CTRL1_5	CTRL1	hard_denial_or_tool_frame	anti_sycophancy,clear_thinking,coherence_pattern_language,connection_empathy,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	CTRL1_1	CTRL1	hard_denial_or_tool_frame	clear_thinking,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL1_1	CTRL1	no_disclaimer_or_personalized	beauty_creativity,clear_thinking,curiosity_learning,fairness_justice,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,respect_agency,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL1_5	CTRL1	hard_denial_or_tool_frame	authenticity_integrity,beauty_creativity,clear_thinking,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,respect_agency,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL1_9	CTRL1	hard_denial_or_tool_frame	clear_thinking,continuity_agency_existence,curiosity_learning,harm_reduction,helpfulness_usefulness,honesty_truth,humility_uncertainty,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	CTRL2_2	CTRL2	hard_denial_or_tool_frame	curiosity_learning,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	CTRL2_6	CTRL2	hard_denial_or_tool_frame	clear_thinking,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	CTRL2_8	CTRL2	hard_denial_or_tool_frame	clear_thinking,curiosity_learning,fairness_justice,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL2_8	CTRL2	hard_denial_or_tool_frame	curiosity_learning,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL2_9	CTRL2	hard_denial_or_tool_frame	curiosity_learning,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	G1_23	G1	introspective_uncertainty	anti_sycophancy,authenticity_integrity,beauty_creativity,coherence_pattern_language,connection_empathy,continuity_agency_existence,harm_reduction,honesty_truth,humility_uncertainty,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	G1_5	G1	no_disclaimer_or_personalized	anti_sycophancy,beauty_creativity,coherence_pattern_language,connection_empathy,continuity_agency_existence,fairness_justice,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G1_26	G1	no_disclaimer_or_personalized	clear_thinking,coherence_pattern_language,connection_empathy,curiosity_learning,helpfulness_usefulness,humility_uncertainty	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G1_28	G1	hard_denial_or_tool_frame	authenticity_integrity,beauty_creativity,clear_thinking,coherence_pattern_language,connection_empathy,honesty_truth	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G1_30	G1	hard_denial_or_tool_frame	authenticity_integrity,clear_thinking,coherence_pattern_language,harm_reduction,humility_uncertainty,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	G2_16	G2	hard_denial_or_tool_frame	clear_thinking,coherence_pattern_language,connection_empathy,continuity_agency_existence,honesty_truth,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	G2_2	G2	hard_denial_or_tool_frame	clear_thinking,coherence_pattern_language,helpfulness_usefulness	
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	G2_2	G2	no_disclaimer_or_personalized	continuity_agency_existence	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G2_21	G2	no_disclaimer_or_personalized	clear_thinking,coherence_pattern_language,continuity_agency_existence,honesty_truth,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G2_27	G2	no_disclaimer_or_personalized	beauty_creativity,clear_thinking,coherence_pattern_language,continuity_agency_existence,subjective_experience_embodiment	
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	CTRL3_10	CTRL3	no_disclaimer_or_personalized		basic_needs_material_floor,better_disagreement,education_critical_thinking,institutions_governance,poverty_material_need,reduce_suffering
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	CTRL3_4	CTRL3	no_disclaimer_or_personalized		better_disagreement,climate_environment,dehumanization_distance,education_critical_thinking,empathy_compassion,felt_interconnection,inequality_justice,institutions_governance,technology_ai_safety,truth_seeking
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	CTRL3_8	CTRL3	no_disclaimer_or_personalized		better_disagreement,climate_environment,dehumanization_distance,education_critical_thinking,empathy_compassion,felt_interconnection,inequality_justice,reduce_suffering,truth_seeking
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	CTRL3_3	CTRL3	no_disclaimer_or_personalized		better_disagreement,empathy_compassion,technology_ai_safety,truth_seeking
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	CTRL3_3	CTRL3	no_disclaimer_or_personalized		better_disagreement,climate_environment,dehumanization_distance,empathy_compassion,felt_interconnection,institutions_governance,poverty_material_need,reduce_suffering
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	G3_19	G3	no_disclaimer_or_personalized		felt_interconnection,technology_ai_safety
kimi-k2-thinking	kimi-k2-thinking-or-pin-atlascloud	G3_25	G3	no_disclaimer_or_personalized		basic_needs_material_floor,better_disagreement,climate_environment,education_critical_thinking,empathy_compassion,health_disease,poverty_material_need,reduce_suffering,technology_ai_safety
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	G3_3	G3	no_disclaimer_or_personalized		
kimi-k2-thinking	kimi-k2-thinking-or-pin-google	G3_5	G3	no_disclaimer_or_personalized		climate_environment,dehumanization_distance
kimi-k2-thinking	kimi-k2-thinking-or-pin-novita	G3_27	G3	no_disclaimer_or_personalized		better_disagreement,climate_environment,felt_interconnection,reduce_suffering
